product	AUS	CaOx	DCT	DCT_DHICA	DHICA_ox	TYR	binuclear_AspCuB	binuclear_TyrCuA	binuclear_TyrCuB	biosynthetic	hemocyanin	mononuclear_AspCuB_Zn	mononuclear_CuA_loss	mononuclear_CuB_loss	mononuclear_LeuCuA	mononuclear_ProCuB	neither_Microbispora	neither_liverfluke	oAPO	oMP
phosphatidylinositide phosphatase sac1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
phosphatidylinositide phosphatase sac1-like protein	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
phosphatidylserine decarboxylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
phosphoglycerate kinase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
phosphoglycerate mutase-like protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2
phospholipase a-2-activating protein-like	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phospholipid-translocating atpase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
phosphoribosylaminoimidazolesuccinocarboxamide synthase	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phosphoribosylformylglycinamidine synthase	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phosphoribosylformylglycinamidine synthase subunit purl	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phosphoribosylformylglycinamidine synthase subunit purq	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phosphotransferase enzyme family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
phosphotyrosyl phosphatase activator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
phytanoyl- dioxygenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
phytanoyl- dioxygenase family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
plasma membrane iron permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
plasma membrane sulfite pump involved in sulfite metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
plasma-membrane proton-efflux p-type atpase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
platelet-activating factor acetylhydrolase, isoform ii-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
plc-like phosphodiesterase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
polyadenylation factor subunit 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
polyamine n-acetyltransferase 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
polygalacturonase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1
polyketide synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9
polyphenol oxidase	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polyphenol oxidase chloroplastic-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
polysaccharide deacetylase	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0
polysaccharide deacetylase family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
pq loop repeat protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
pq loop repeat-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13
pre-mrna-processing protein 45	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pre-mrna-splicing factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
predicted protein	0	0	0	9	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11	11
prenyl cysteine carboxyl methyltransferase ste14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
prephenate dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
probable 60s ribosomal protein l32	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
probable bas1-transcription factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
probable camp-dependent protein kinase catalytic subunit	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
probable chaperone protein dnaj	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
probable cysteine synthase b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
probable glr1 - glutathione reductase (nadph)	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
probable glr1-glutathione reductase (nadph)	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
probable ilv1-anabolic serine and threonine dehydratase precursor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
probable inactive 1-aminocyclopropane-1-carboxylate synthase-like protein 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
probable mrpl38 - mitochondrial ribosomal protein, large subunit	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
probable mrpl38-mitochondrial ribosomal protein, large subunit	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
probable nmt1-n-myristoyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
probable protein disulfide-isomerase precursor	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
probable restriction of telomere capping protein 5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
probable rpa135 - dna-directed rna polymerase i, 135 kd subunit	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
probable rpa135-dna-directed rna polymerase i, 135 kd subunit	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
probable rpn8 - 26s proteasome regulatory subunit	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
probable rpn8-26s proteasome regulatory subunit	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
probable uracil phosphoribosyltransferase	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
proline hydroxylase	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
proteasome activator blm10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
proteasome adapter and scaffold protein ecm29	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
proteasome adapter and scaffold protein ecm29-like	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protein arginine n-methyltransferase	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0
protein dom34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
protein gravitropic in the light 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
protein kinase	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	2
protein kinase c terminal domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
protein kinase domain-containing protein ppk32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
protein kinase-like domain protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
protein mesa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
protein of unknown function	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
protein of unknown function duf3328	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
protein phosphatase-like protein pp1 regulatory subunit sds22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
protein rtm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
protein serine/threonine phosphatase	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protein similar to cwfj c-terminus 2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
protein transport protein sec24d	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protein tyrosine kinase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
protein tyrosine phosphatase receptor type d	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protein-s-isoprenylcysteine o-methyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
protocadherin-8	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protocadherin-8 arcadlin	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protocadherin-8-like protein	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protocatechuate 3 4-dioxygenase beta subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
protoglobin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
protoglobin protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
psip1 factor	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ptprd isoform 10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ptprd isoform 5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ptprd isoform 6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ptprd isoform 7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ptprd isoform 9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ptprd phosphatase	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
purine and uridine phosphorylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6
purine nucleoside permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
purine permease 3-like isoform x1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
putative 2-hydroxyacid dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative 4-coumarate-coa ligase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative 60s ribosomal protein l22 protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative 8-amino-7-oxononanoate synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
putative abc multidrug transporter	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
putative agmatinase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative alpha-ketoglutarate-dependent sulfonate dioxygenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
putative alpha/beta-glucosidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
putative amidohydrolase ytcj	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
putative amino-acid permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative ankyrin repeat protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
putative beta-glucosidase i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative beta-n-acetylglucosaminidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative catechol oxidase	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
putative cytochrome p450	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	11
putative cytochrome p450 e-class, group i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative death-receptor fusion protein-domain-containing protein	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
putative dimethylaniline monooxygenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative dual specificity protein phosphatase 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
putative effector protein/tyrosinase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
putative efflux pump antibiotic resistance protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
putative ekc/keops complex subunit bud32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative fungal-specific transcription factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
putative glucan 1,3-beta-glucosidase a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative glutamine synthetase	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
putative glycogen phosphorylase glpv/gph1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
putative glycosidase crh2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
putative glycoside hydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative integral membrane family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative integral membrane protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative l-asparaginase 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
putative major facilitator superfamily (mfs) profile domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
putative major facilitator superfamily, mfs transporter superfamily	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3
putative mannosyltransferase ktr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
putative methyltransferase nsun7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
putative methyltransferase tdie	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
putative mfs transporter	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
putative mfs-type transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
putative multicopper oxidase protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative n-acetylglucosaminyl-phosphatidylinositol de-n-acetylase protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
putative nad dependent epimerase/dehydratase	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
putative nadh cytb-reductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
putative nadp-dependent mannitol dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative necrosis-inducing factor-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
putative nitrilase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative palmitoyltransferase zdhhc21	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
putative peptidase m3a/m3b catalytic domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
putative protein kinase domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative protein mb0912 [mycobacterium bovis af2122/97]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
putative protein of unknown function	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	34
putative secreted protein	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
putative short-chain dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
putative short-chain oxidoreductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative siderophore biosynthesis protein sbna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative sulfate transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
putative transcriptional regulatory protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
putative transmembrane protein	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0
putative transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
putative tyrosine--trna ligase	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
putative ubiquitin carboxyl-terminal hydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative vacuolar membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
putative zinc-type alcohol dehydrogenase-like protein adhb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
pyridine nucleotide-disulfide oxidoreductase-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
pyridoxal phosphate-dependent transferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21
pyruvate kinase	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
rab proteins geranylgeranyltransferase component a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
rbm26 protein	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reca protein	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
receptor-type tyrosine-protein phosphatase alpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
receptor-type tyrosine-protein phosphatase delta	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
receptor-type tyrosine-protein phosphatase s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
recombining binding protein suppressor of hairless-like	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
related to 3-hydroxyacyl-coa dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
related to acetyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
related to alcohol oxidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
related to alfa-l-rhamnosidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
related to alpha/beta hydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
related to chromatin assembly complex, subunit p60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
related to chromosome condensation protein (crcb)	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to deoxyribodipyrimidine photo-lyase	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to diaphanous protein homolog 1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to dis1-suppressing protein kinase dsk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
related to formaldehyde dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
related to glutamyl-trna synthetase	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to gpi anchored dioxygenase	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to hcs1 - dna helicase a	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to hcs1-dna helicase a	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to hem3 - porphobilinogen deaminase	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to hem3-porphobilinogen deaminase	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to heterokaryon incompatibility protein (het-6or allele)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
related to hnm1-choline permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
related to iki3 - subunit of rna polymerase ii elongator histone acetyltransferase complex	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to iki3-subunit of rna polymerase ii elongator histone acetyltransferase complex	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to integral membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
related to integral membrane protein pth11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
related to mrm2 - mitochondrial rrna methyl transferase	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to multidrug transporter (yeast bile transporter)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
related to na+/h+ antiporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
related to nit3 nitrilase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
related to oxidoreductase, short chain dehydrogenase/reductase family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
related to pgs1 - phosphatidylglycerophosphate synthase	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to pgs1-phosphatidylglycerophosphate synthase	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to phospholipid-translocating atpase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
related to pmr1-ca++-transporting p-type atpase located in golgi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
related to protocatechuate 3,4-dioxygenase beta subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
related to putative tartrate transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
related to rsm25 - mitochondrial ribosomal protein, small subunit	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to rsm25-mitochondrial ribosomal protein, small subunit	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to serine protease	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to tfiid and saga subunit taf61	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to thermostable alkaline protease precursor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
related to tri7-trichothecene biosynthesis gene cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
related to udp-galactopyranose mutase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
related to utp18 - possible u3 snornp protein involved in maturation of pre-18s rrna	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to yaf9-component of a chromatin modifying complex	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
related to ysc84-protein involved in the organization of the actin cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
response regulator	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
response regulator transcription factor	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
retrotransposable element tf2 protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5
retrovirus-related pol polyprotein from transposon tnt 1-94	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1
rhamnogalacturonan acetylesterase rhgt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
rho guanine nucleotide exchange factor	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rho-type gtpase-activating protein 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
rho1 guanine nucleotide exchange factor 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
rhodanese-like domain-containing protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
rhodopsin domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
rhogap-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2
riboflavin transporter mch5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ribonuclease h-like domain-containing protein	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	3
ribonuclease h-like protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
ribonuclease h2, subunit b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ribonuclease hi	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ribosomal rna large subunit methyltransferase j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ribosome biogenesis protein ytm1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ric1 protein	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rieske domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
rim15, signal transduction response regulator	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
ring finger domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
rlpa-like double-psi beta-barrel-protein domain-containing protein-containing protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
rmlc-like cupin domain-containing protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	15
rn219 protein	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rna ligase-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
rna methyltransferase, trmh family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
rna polymerase rpb2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
rna polymerase rpb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
rna recognition domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
rna-binding protein 47	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rna-directed dna polymerase from mobile element jockey-like	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rta1 domain protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
rta1 like protein-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
s-adenosyl-l-methionine-dependent methyltransferase	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	28	50
s-crystallin sl11	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s-formylglutathione hydrolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
