accession,kingdom,phylum,genus
A0A099ZQM2,Animals,Chordata,Tinamus
A0A099ZU00,Animals,Chordata,Tinamus
A0A099ZUV0,Animals,Chordata,Tinamus
A0A0A0A6E7,Animals,Chordata,Charadrius
A0A0A0AZE1,Animals,Chordata,Charadrius
A0A0A0B9F3,Bacteria,Actinomycetota,Cellulomonas
A0A0A0D635,Bacteria,Pseudomonadota,Inquilinus
A0A0A0F2E9,Bacteria,Pseudomonadota,Aerolutibacter
A0A0A0HTK8,Fungi,Ascomycota,Paracoccidioides
A0A0A0LRV2,Plants,Streptophyta,Cucumis
A0A0A0LUI1,Plants,Streptophyta,Cucumis
A0A0A0LV27,Plants,Streptophyta,Cucumis
A0A0A0LXD0,Plants,Streptophyta,Cucumis
A0A0A0MTD3,Animals,Chordata,Homo
A0A0A1GL66,Animals,Chordata,Oryzias
A0A0A1GND9,Animals,Chordata,Oryzias
A0A0A1SZ60,Fungi,Ascomycota,
A0A0A1T2S7,Fungi,Ascomycota,
A0A0A1T3I6,Fungi,Ascomycota,
A0A0A1T7C1,Fungi,Ascomycota,
A0A0A1T9R6,Fungi,Ascomycota,
A0A0A1TL71,Fungi,Ascomycota,
A0A0A1UIC4,Fungi,Basidiomycota,Rhizoctonia
A0A0A1UIL1,Fungi,Basidiomycota,Rhizoctonia
A0A0A1UJW0,Fungi,Basidiomycota,Rhizoctonia
A0A0A1UJX2,Fungi,Basidiomycota,Rhizoctonia
A0A0A1UQ03,Fungi,Ascomycota,Metarhizium
A0A0A1V0A4,Fungi,Ascomycota,Metarhizium
A0A0A1V1E5,Fungi,Ascomycota,Metarhizium
A0A0A1V7Z8,Fungi,Ascomycota,Metarhizium
A0A0A1VA99,Fungi,Ascomycota,Aspergillus
A0A0A1VAF9,Fungi,Ascomycota,Ustilaginoidea
A0A0A1YUC0,Bacteria,Pseudomonadota,Pseudomonas
A0A0A2J1X4,Fungi,Ascomycota,Penicillium
A0A0A2JBW7,Fungi,Ascomycota,Penicillium
A0A0A2JEJ9,Fungi,Ascomycota,Penicillium
A0A0A2JPW5,Fungi,Ascomycota,Penicillium
A0A0A2JVP7,Fungi,Ascomycota,Penicillium
A0A0A2KL20,Fungi,Ascomycota,Penicillium
A0A0A2KWA6,Fungi,Ascomycota,Penicillium
A0A0A2LDC3,Fungi,Ascomycota,Penicillium
A0A0A2VDR5,Fungi,Ascomycota,Beauveria
A0A0A2VJT0,Fungi,Ascomycota,Beauveria
A0A0A2VR17,Fungi,Ascomycota,Beauveria
A0A0A2VY68,Fungi,Ascomycota,Beauveria
A0A0A2VYA5,Fungi,Ascomycota,Beauveria
A0A0A2W0H5,Fungi,Ascomycota,Beauveria
A0A0A2WKA0,Bacteria,Pseudomonadota,Noviluteimonas
A0A0A2X4S5,Bacteria,Pseudomonadota,Noviluteimonas
A0A0A3XNH3,Bacteria,Pseudomonadota,Bradyrhizobium
A0A0A3XV83,Bacteria,Pseudomonadota,Bradyrhizobium
A0A0A6DAA9,Bacteria,Pseudomonadota,Pseudomonas
A0A0A6UDS1,Bacteria,Actinomycetota,Actinoplanes
A0A0A6UH53,Bacteria,Actinomycetota,Actinoplanes
A0A0A6UH99,Bacteria,Actinomycetota,Actinoplanes
A0A0A6UK08,Bacteria,Actinomycetota,Actinoplanes
A0A0A7CLR3,Oomycota,Oomycota,Thraustotheca
A0A0A7CLT5,Oomycota,Oomycota,Thraustotheca
A0A0A7CM13,Oomycota,Oomycota,Thraustotheca
A0A0A7CM93,Oomycota,Oomycota,Thraustotheca
A0A0A7CMA7,Oomycota,Oomycota,Achlya
A0A0A7CMC8,Oomycota,Oomycota,Thraustotheca
A0A0A7CN07,Oomycota,Oomycota,Achlya
A0A0A7CN79,Oomycota,Oomycota,Achlya
A0A0A7CNE6,Oomycota,Oomycota,Achlya
A0A0A7CNM6,Oomycota,Oomycota,Achlya
A0A0A7CNP6,Oomycota,Oomycota,Achlya
A0A0A7CP65,Oomycota,Oomycota,Achlya
A0A0A7CP77,Oomycota,Oomycota,Achlya
A0A0A7CPE6,Oomycota,Oomycota,Achlya
A0A0A7CPF4,Oomycota,Oomycota,Achlya
A0A0A7DL33,Fungi,Basidiomycota,Hypsizygus
A0A0A7DY95,Animals,Chordata,Phyllomedusa
A0A0A7DY96,Animals,Chordata,Phyllomedusa
A0A0A7DY97,Animals,Chordata,Pithecopus
A0A0A7DY99,Animals,Chordata,Pithecopus
A0A0A7DYA3,Animals,Chordata,Phyllomedusa
A0A0A7DYA5,Animals,Chordata,Pithecopus
A0A0A7DYB0,Animals,Chordata,Phyllomedusa
A0A0A7DYB3,Animals,Chordata,Phyllomedusa
A0A0A7DYB6,Animals,Chordata,Phyllomedusa
A0A0A7DYB8,Animals,Chordata,Pithecopus
A0A0A7DYC0,Animals,Chordata,Pithecopus
A0A0A7DYC1,Animals,Chordata,Phasmahyla
A0A0A7DYD4,Animals,Chordata,Phasmahyla
A0A0A7DZ37,Animals,Chordata,Phyllomedusa
A0A0A7DZ43,Animals,Chordata,Pithecopus
A0A0A7DZ50,Animals,Chordata,Phyllomedusa
A0A0A7DZ51,Animals,Chordata,Pithecopus
A0A0A7DZ68,Animals,Chordata,Phyllomedusa
A0A0A7DZ87,Animals,Chordata,Pithecopus
A0A0A7LUI0,Animals,Chordata,Hyla
A0A0A7LUI6,Animals,Chordata,Hyla
A0A0A7LUL2,Animals,Chordata,Hyla
A0A0A7LUP6,Animals,Chordata,Hyla
A0A0A7LUQ1,Animals,Chordata,Hyla
A0A0A7LUS3,Animals,Chordata,Hyla
A0A0A7LUW5,Animals,Chordata,Hyla
A0A0A7LUY3,Animals,Chordata,Hyla
A0A0A7LWY1,Animals,Chordata,Hyla
A0A0A7LWZ0,Animals,Chordata,Hyla
A0A0A7LWZ3,Animals,Chordata,Hyla
A0A0A7LZ67,Animals,Chordata,Hyla
A0A0A8JDA9,Animals,Chordata,Polypedates
A0A0A8JF18,Animals,Chordata,Polypedates
A0A0A9B4Z2,Plants,Streptophyta,Arundo
A0A0A9H6D8,Plants,Streptophyta,Arundo
A0A0B1P7B6,Fungi,Ascomycota,Erysiphe
A0A0B1PD39,Fungi,Ascomycota,Erysiphe
A0A0B1RUA0,Animals,Nematoda,Oesophagostomum
A0A0B1S158,Animals,Nematoda,Oesophagostomum
A0A0B1S446,Animals,Nematoda,Oesophagostomum
A0A0B1ST85,Animals,Nematoda,Oesophagostomum
A0A0B1SX71,Animals,Nematoda,Oesophagostomum
A0A0B1SXC6,Animals,Nematoda,Oesophagostomum
A0A0B1T731,Animals,Nematoda,Oesophagostomum
A0A0B1T920,Animals,Nematoda,Oesophagostomum
A0A0B1TA76,Animals,Nematoda,Oesophagostomum
A0A0B1TC96,Animals,Nematoda,Oesophagostomum
A0A0B1TGX5,Animals,Nematoda,Oesophagostomum
A0A0B1TH81,Animals,Nematoda,Oesophagostomum
A0A0B1THY4,Animals,Nematoda,Oesophagostomum
A0A0B1TJU4,Animals,Nematoda,Oesophagostomum
A0A0B1TMI8,Animals,Nematoda,Oesophagostomum
A0A0B1TP91,Animals,Nematoda,Oesophagostomum
A0A0B2P1N0,Plants,Streptophyta,Glycine
A0A0B2P669,Plants,Streptophyta,Glycine
A0A0B2PD92,Plants,Streptophyta,Glycine
A0A0B2PDF7,Plants,Streptophyta,Glycine
A0A0B2PHV4,Plants,Streptophyta,Glycine
A0A0B2PI85,Plants,Streptophyta,Glycine
A0A0B2PIC8,Plants,Streptophyta,Glycine
A0A0B2RGX4,Plants,Streptophyta,Glycine
A0A0B2SNE1,Plants,Streptophyta,Glycine
A0A0B2SNW5,Plants,Streptophyta,Glycine
A0A0B2SP68,Plants,Streptophyta,Glycine
A0A0B2UX79,Animals,Nematoda,Toxocara
A0A0B2V4Z1,Animals,Nematoda,Toxocara
A0A0B2V753,Animals,Nematoda,Toxocara
A0A0B2V9B8,Animals,Nematoda,Toxocara
A0A0B2V9F1,Animals,Nematoda,Toxocara
A0A0B2VDU0,Animals,Nematoda,Toxocara
A0A0B2VHS7,Animals,Nematoda,Toxocara
A0A0B2VUC6,Animals,Nematoda,Toxocara
A0A0B2VVI5,Animals,Nematoda,Toxocara
A0A0B2WQI7,Fungi,Ascomycota,Metarhizium
A0A0B2WZV7,Fungi,Ascomycota,Metarhizium
A0A0B2X1U6,Fungi,Ascomycota,Metarhizium
A0A0B2X5L4,Fungi,Ascomycota,Metarhizium
A0A0B2XHY5,Fungi,Ascomycota,Metarhizium
A0A0B4EB98,Fungi,Ascomycota,Metarhizium
A0A0B4EN03,Fungi,Ascomycota,Metarhizium
A0A0B4F0K9,Fungi,Ascomycota,Metarhizium
A0A0B4FA01,Fungi,Ascomycota,Metarhizium
A0A0B4FMW4,Fungi,Ascomycota,Metarhizium
A0A0B4FP45,Fungi,Ascomycota,Metarhizium
A0A0B4G3L8,Fungi,Ascomycota,Metarhizium
A0A0B4GIZ3,Fungi,Ascomycota,Metarhizium
A0A0B4GNB7,Fungi,Ascomycota,Metarhizium
A0A0B4H3N4,Fungi,Ascomycota,Metarhizium
A0A0B4H7C0,Fungi,Ascomycota,Metarhizium
A0A0B4H7V4,Fungi,Ascomycota,Metarhizium
A0A0B4H8D6,Fungi,Ascomycota,Metarhizium
A0A0B4HCA4,Fungi,Ascomycota,Metarhizium
A0A0B4IAB3,Fungi,Ascomycota,Metarhizium
A0A0B4U9A9,Animals,Chordata,Pristimantis
A0A0B4UAS8,Animals,Chordata,Pristimantis
A0A0B4XAD1,Bacteria,Pseudomonadota,Rhizobium
A0A0B5A833,Animals,Chordata,Ceratophrys
A0A0B5A835,Animals,Chordata,Ceratophrys
A0A0B5A836,Animals,Chordata,Lepidobatrachus
A0A0B5A839,Animals,Chordata,Odontophrynus
A0A0B5A961,Animals,Chordata,Ceratophrys
A0A0B5A967,Animals,Chordata,Ceratophrys
A0A0B5A972,Animals,Chordata,Lepidobatrachus
A0A0B5ABT8,Animals,Chordata,Ceratophrys
A0A0B5ABU1,Animals,Chordata,Ceratophrys
A0A0B5ABU6,Animals,Chordata,Ceratophrys
A0A0B5ABV1,Animals,Chordata,Lepidobatrachus
A0A0B5ACL1,Animals,Chordata,Ceratophrys
A0A0B5ACL4,Animals,Chordata,Ceratophrys
A0A0B5ACL8,Animals,Chordata,Chacophrys
A0A0B5ACM3,Animals,Chordata,Lepidobatrachus
A0A0B5AE89,Animals,Chordata,Ceratophrys
A0A0B5AE94,Animals,Chordata,Ceratophrys
A0A0B5AEA0,Animals,Chordata,Lepidobatrachus
A0A0B5D7C0,Animals,Platyhelminthes,Paragonimus
A0A0B5EPG7,Bacteria,Actinomycetota,Streptomyces
A0A0B5F6T3,Bacteria,Actinomycetota,Streptomyces
A0A0B5IBE8,Bacteria,Actinomycetota,Streptomyces
A0A0B6AQS6,Bacteria,Bacillota,Priestia
A0A0B6XZM6,Animals,Mollusca,Arion
A0A0B6YEN1,Animals,Mollusca,Arion
A0A0B6YS12,Animals,Mollusca,Arion
A0A0B6ZSD5,Animals,Mollusca,Arion
A0A0B7A0D2,Animals,Mollusca,Arion
A0A0B7A1Q5,Animals,Mollusca,Arion
A0A0B7A255,Animals,Mollusca,Arion
A0A0B7AFX7,Animals,Mollusca,Arion
A0A0B7AGB0,Animals,Mollusca,Arion
A0A0B7AKX4,Animals,Mollusca,Arion
A0A0B7AML2,Animals,Mollusca,Arion
A0A0B7AMR8,Animals,Mollusca,Arion
A0A0B7BDN3,Animals,Mollusca,Arion
A0A0B7BFK4,Animals,Mollusca,Arion
A0A0B7BG04,Animals,Mollusca,Arion
A0A0B7BQM1,Animals,Mollusca,Arion
A0A0B7BRF7,Animals,Mollusca,Arion
A0A0B7BRG2,Animals,Mollusca,Arion
A0A0B7BRG5,Animals,Mollusca,Arion
A0A0B7BRQ7,Animals,Mollusca,Arion
A0A0B7BTU6,Animals,Mollusca,Arion
A0A0B7C4D3,Animals,Mollusca,Arion
A0A0B7F0F6,Fungi,Basidiomycota,Rhizoctonia
A0A0B7F0G8,Fungi,Basidiomycota,Rhizoctonia
A0A0B7F0N2,Fungi,Basidiomycota,Rhizoctonia
A0A0B7F0Q1,Fungi,Basidiomycota,Rhizoctonia
A0A0B7F1Z6,Fungi,Basidiomycota,Rhizoctonia
A0A0B7F229,Fungi,Basidiomycota,Rhizoctonia
A0A0B7F3K0,Fungi,Basidiomycota,Rhizoctonia
A0A0B7F5A8,Fungi,Basidiomycota,Rhizoctonia
A0A0B7F7A3,Fungi,Basidiomycota,Rhizoctonia
A0A0B7F8H0,Fungi,Basidiomycota,Rhizoctonia
A0A0B7FCB0,Fungi,Basidiomycota,Rhizoctonia
A0A0B7FFE4,Fungi,Basidiomycota,Rhizoctonia
A0A0B7FGN3,Fungi,Basidiomycota,Rhizoctonia
A0A0B7FL26,Fungi,Basidiomycota,Rhizoctonia
A0A0B7FMY1,Fungi,Basidiomycota,Rhizoctonia
A0A0B7FN78,Fungi,Basidiomycota,Rhizoctonia
A0A0B7FQ89,Fungi,Basidiomycota,Rhizoctonia
A0A0B7FQF4,Fungi,Basidiomycota,Rhizoctonia
A0A0B7FR21,Fungi,Basidiomycota,Rhizoctonia
A0A0B7FSE1,Fungi,Basidiomycota,Rhizoctonia
A0A0B7FT97,Fungi,Basidiomycota,Rhizoctonia
A0A0B7FUX7,Fungi,Basidiomycota,Rhizoctonia
A0A0B7FUY2,Fungi,Basidiomycota,Rhizoctonia
A0A0B7FY08,Fungi,Basidiomycota,Rhizoctonia
A0A0B7G165,Fungi,Basidiomycota,Rhizoctonia
A0A0B7G340,Fungi,Basidiomycota,Rhizoctonia
A0A0B7G4H1,Fungi,Basidiomycota,Rhizoctonia
A0A0B7JIX7,Fungi,Ascomycota,Clonostachys
A0A0B7JMD6,Fungi,Ascomycota,Clonostachys
A0A0B7JS93,Fungi,Ascomycota,Clonostachys
A0A0B7K4V5,Fungi,Ascomycota,Clonostachys
A0A0B7K6S2,Fungi,Ascomycota,Clonostachys
A0A0B7K6S7,Fungi,Ascomycota,Clonostachys
A0A0B7K9E9,Fungi,Ascomycota,Clonostachys
A0A0B7KA41,Fungi,Ascomycota,Clonostachys
A0A0B7KAK2,Fungi,Ascomycota,Clonostachys
A0A0B7KF68,Fungi,Ascomycota,Clonostachys
A0A0B7KF87,Fungi,Ascomycota,Clonostachys
A0A0B7KFX7,Fungi,Ascomycota,Clonostachys
A0A0B7KHL5,Fungi,Ascomycota,Clonostachys
A0A0B7KKI3,Fungi,Ascomycota,Clonostachys
A0A0B7KKW5,Fungi,Ascomycota,Clonostachys
A0A0C1NKB8,Bacteria,Cyanobacteriota,Tolypothrix
A0A0C2CAX1,Animals,Nematoda,Ancylostoma
A0A0C2D4H8,Animals,Nematoda,Ancylostoma
A0A0C2DA01,Animals,Nematoda,Ancylostoma
A0A0C2DDH5,Animals,Nematoda,Ancylostoma
A0A0C2DE73,Animals,Nematoda,Ancylostoma
A0A0C2DYT4,Animals,Nematoda,Ancylostoma
A0A0C2E179,Animals,Nematoda,Ancylostoma
A0A0C2E240,Animals,Nematoda,Ancylostoma
A0A0C2EVM1,Bacteria,Pseudomonadota,Pseudomonas
A0A0C2EWN4,Bacteria,Pseudomonadota,Pseudomonas
A0A0C2F7M2,Fungi,Ascomycota,Sporothrix
A0A0C2F903,Fungi,Ascomycota,Sporothrix
A0A0C2FYP6,Animals,Nematoda,Ancylostoma
A0A0C2G9S5,Animals,Nematoda,Ancylostoma
A0A0C2GCU9,Animals,Nematoda,Ancylostoma
A0A0C2GMT1,Animals,Nematoda,Ancylostoma
A0A0C2GVC1,Animals,Nematoda,Ancylostoma
A0A0C2GX57,Animals,Nematoda,Ancylostoma
A0A0C2H139,Animals,Nematoda,Ancylostoma
A0A0C2H351,Animals,Nematoda,Ancylostoma
A0A0C2H4J8,Animals,Nematoda,Ancylostoma
A0A0C2H9D1,Animals,Nematoda,Ancylostoma
A0A0C2HF86,Animals,Nematoda,Ancylostoma
A0A0C2HHH6,Animals,Nematoda,Ancylostoma
A0A0C2IEJ5,Fungi,Ascomycota,Sporothrix
A0A0C2IES4,Fungi,Ascomycota,Sporothrix
A0A0C2IMK2,Fungi,Ascomycota,Sporothrix
A0A0C2W6Y7,Fungi,Basidiomycota,Serendipita
A0A0C2W7D5,Fungi,Basidiomycota,Serendipita
A0A0C2WNA9,Fungi,Basidiomycota,Amanita
A0A0C2WPB2,Fungi,Basidiomycota,Serendipita
A0A0C2WPJ7,Fungi,Basidiomycota,Serendipita
A0A0C2WY12,Fungi,Basidiomycota,Serendipita
A0A0C2X1R3,Fungi,Basidiomycota,Amanita
A0A0C2XCT6,Fungi,Basidiomycota,Serendipita
A0A0C2XG69,Fungi,Basidiomycota,Serendipita
A0A0C2YBV3,Fungi,Basidiomycota,Hebeloma
A0A0C2ZYB9,Fungi,Basidiomycota,Scleroderma
A0A0C3AKS7,Fungi,Basidiomycota,Serendipita
A0A0C3ARA1,Fungi,Basidiomycota,Serendipita
A0A0C3ASP0,Fungi,Basidiomycota,Serendipita
A0A0C3B3A9,Fungi,Basidiomycota,Serendipita
A0A0C3B3T5,Fungi,Basidiomycota,Serendipita
A0A0C3B6I5,Fungi,Basidiomycota,Serendipita
A0A0C3B766,Fungi,Basidiomycota,Piloderma
A0A0C3B7P4,Fungi,Basidiomycota,Serendipita
A0A0C3BJQ5,Fungi,Basidiomycota,Hebeloma
A0A0C3CP60,Fungi,Ascomycota,Oidiodendron
A0A0C3CRE9,Fungi,Basidiomycota,Hebeloma
A0A0C3D1N7,Fungi,Ascomycota,Oidiodendron
A0A0C3DMT8,Fungi,Ascomycota,Oidiodendron
A0A0C3EEV9,Fungi,Basidiomycota,Scleroderma
A0A0C3F7Q7,Fungi,Basidiomycota,Piloderma
A0A0C3FFF8,Fungi,Basidiomycota,Piloderma
A0A0C3FFN2,Fungi,Basidiomycota,Piloderma
A0A0C3FR79,Fungi,Basidiomycota,Piloderma
A0A0C3FV27,Fungi,Basidiomycota,Piloderma
A0A0C3FYC4,Fungi,Basidiomycota,Piloderma
A0A0C3FYC9,Fungi,Basidiomycota,Piloderma
A0A0C3GI02,Fungi,Ascomycota,Oidiodendron
A0A0C3H1J4,Fungi,Ascomycota,Oidiodendron
A0A0C3H2L9,Fungi,Ascomycota,Oidiodendron
A0A0C3JRY4,Fungi,Basidiomycota,Pisolithus
A0A0C3JW09,Fungi,Basidiomycota,Pisolithus
A0A0C3JWD6,Fungi,Basidiomycota,Pisolithus
A0A0C3LFR5,Fungi,Basidiomycota,Tulasnella
A0A0C3NCS7,Fungi,Basidiomycota,Phlebiopsis
A0A0C3P2N1,Fungi,Basidiomycota,Pisolithus
A0A0C3PGK8,Fungi,Basidiomycota,Pisolithus
A0A0C3PT91,Fungi,Basidiomycota,Pisolithus
A0A0C3Q4S8,Fungi,Basidiomycota,Tulasnella
A0A0C3Q5J6,Fungi,Basidiomycota,Tulasnella
A0A0C3QVQ1,Fungi,Basidiomycota,Tulasnella
A0A0C3RQX3,Fungi,Basidiomycota,Phlebiopsis
A0A0C3S3B5,Fungi,Basidiomycota,Phlebiopsis
A0A0C4DI87,Fungi,Ascomycota,Fusarium
A0A0C4DNP1,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4DNS3,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4DNU4,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4DWW6,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4DX73,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4DY08,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4DYF2,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4DYX4,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4E0P1,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4E313,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4E3X1,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4E530,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4E8A2,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4ECI4,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4ECU2,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4EEL6,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4EFA8,Fungi,Ascomycota,Magnaporthiopsis
A0A0C4ERW9,Fungi,Basidiomycota,Puccinia
A0A0C4F9W5,Fungi,Basidiomycota,Puccinia
A0A0C5G0L4,Bacteria,Actinomycetota,Streptomyces
A0A0C9S6R6,Plants,Streptophyta,Wollemia
A0A0C9SL04,Fungi,Basidiomycota,Plicatura
A0A0C9SMC2,Fungi,Basidiomycota,Paxillus
A0A0C9SRH3,Fungi,Basidiomycota,Plicatura
A0A0C9SUN8,Fungi,Basidiomycota,Paxillus
A0A0C9SXL2,Fungi,Basidiomycota,Paxillus
A0A0C9T1I0,Fungi,Basidiomycota,Plicatura
A0A0C9TIX5,Fungi,Basidiomycota,Paxillus
A0A0C9TQW6,Fungi,Basidiomycota,Paxillus
A0A0C9TZW6,Fungi,Basidiomycota,Paxillus
A0A0C9U854,Fungi,Basidiomycota,Sphaerobolus
A0A0C9U908,Fungi,Basidiomycota,Sphaerobolus
A0A0C9USP9,Fungi,Basidiomycota,Sphaerobolus
A0A0C9UT30,Fungi,Basidiomycota,Sphaerobolus
A0A0C9V9W8,Fungi,Basidiomycota,Sphaerobolus
A0A0C9VHR2,Fungi,Basidiomycota,Sphaerobolus
A0A0C9VSL0,Fungi,Basidiomycota,Sphaerobolus
A0A0C9VWG7,Fungi,Basidiomycota,Leucogyrophana
A0A0C9W3M0,Fungi,Basidiomycota,Sphaerobolus
A0A0C9W3X0,Fungi,Basidiomycota,Sphaerobolus
A0A0C9W5Z2,Fungi,Basidiomycota,Sphaerobolus
A0A0C9WCY2,Fungi,Basidiomycota,Leucogyrophana
A0A0C9WDK0,Fungi,Basidiomycota,Leucogyrophana
A0A0C9WFQ9,Fungi,Basidiomycota,Leucogyrophana
A0A0C9WXQ7,Fungi,Basidiomycota,Laccaria
A0A0C9XE26,Fungi,Basidiomycota,Laccaria
A0A0C9YP62,Fungi,Basidiomycota,Pisolithus
A0A0C9Z2J2,Fungi,Basidiomycota,Pisolithus
A0A0C9Z647,Fungi,Basidiomycota,Pisolithus
A0A0C9ZMD3,Fungi,Basidiomycota,Suillus
A0A0C9ZZ45,Fungi,Basidiomycota,Pisolithus
A0A0D0AGR4,Fungi,Basidiomycota,Pisolithus
A0A0D0AL52,Fungi,Basidiomycota,Collybiopsis
A0A0D0AMS9,Fungi,Basidiomycota,Collybiopsis
A0A0D0BB40,Fungi,Basidiomycota,Collybiopsis
A0A0D0C0C7,Fungi,Basidiomycota,Collybiopsis
A0A0D0C0G3,Fungi,Basidiomycota,Collybiopsis
A0A0D0CBB0,Fungi,Basidiomycota,Collybiopsis
A0A0D0CCA2,Fungi,Basidiomycota,Collybiopsis
A0A0D0CKT4,Fungi,Basidiomycota,Collybiopsis
A0A0D0CKT8,Fungi,Basidiomycota,Collybiopsis
A0A0D0CM75,Fungi,Basidiomycota,Paxillus
A0A0D0CV66,Fungi,Basidiomycota,Collybiopsis
A0A0D0D7T8,Fungi,Basidiomycota,Paxillus
A0A0D0DYH4,Fungi,Basidiomycota,Paxillus
A0A0D0E695,Fungi,Basidiomycota,Paxillus
A0A0D0EB00,Fungi,Basidiomycota,Paxillus
A0A0D0EBE4,Fungi,Basidiomycota,Paxillus
A0A0D0NEG3,Bacteria,Actinomycetota,Kitasatospora
A0A0D1CHR5,Fungi,Basidiomycota,Mycosarcoma
A0A0D1E6L1,Fungi,Basidiomycota,Mycosarcoma
A0A0D1W1D4,Fungi,Ascomycota,Exophiala
A0A0D1XF56,Fungi,Ascomycota,Exophiala
A0A0D1YF04,Fungi,Ascomycota,Exophiala
A0A0D1YWF9,Fungi,Ascomycota,Exophiala
A0A0D1YXH7,Fungi,Ascomycota,Exophiala
A0A0D1Z6F1,Fungi,Ascomycota,Cladophialophora
A0A0D1ZN85,Fungi,Ascomycota,Cladophialophora
A0A0D1ZTP1,Fungi,Ascomycota,Exophiala
A0A0D1ZZE1,Fungi,Ascomycota,Verruconis
A0A0D2AGE3,Fungi,Ascomycota,Verruconis
A0A0D2ANN3,Fungi,Ascomycota,Verruconis
A0A0D2B6L8,Fungi,Ascomycota,Cladophialophora
A0A0D2BB96,Fungi,Ascomycota,Cladophialophora
A0A0D2BH13,Fungi,Ascomycota,Exophiala
A0A0D2BK54,Fungi,Ascomycota,Exophiala
A0A0D2BKG3,Fungi,Ascomycota,Exophiala
A0A0D2BQ72,Fungi,Ascomycota,Exophiala
A0A0D2BR19,Fungi,Ascomycota,Exophiala
A0A0D2BUH7,Fungi,Ascomycota,Exophiala
A0A0D2C2B9,Fungi,Ascomycota,Exophiala
A0A0D2C7N4,Fungi,Ascomycota,Exophiala
A0A0D2CCR2,Fungi,Ascomycota,Exophiala
A0A0D2CEU5,Fungi,Ascomycota,Exophiala
A0A0D2CGS3,Fungi,Ascomycota,Cladophialophora
A0A0D2CK37,Fungi,Ascomycota,Phialophora
A0A0D2CYM2,Fungi,Ascomycota,Cladophialophora
A0A0D2CZ06,Fungi,Ascomycota,Phialophora
A0A0D2D206,Fungi,Ascomycota,Phialophora
A0A0D2D664,Fungi,Ascomycota,Exophiala
A0A0D2D9V1,Fungi,Ascomycota,Cladophialophora
A0A0D2DPV7,Fungi,Ascomycota,Exophiala
A0A0D2DTY5,Fungi,Ascomycota,Exophiala
A0A0D2DYM6,Fungi,Ascomycota,Exophiala
A0A0D2E0K9,Fungi,Ascomycota,Fonsecaea
A0A0D2EDR6,Fungi,Ascomycota,Exophiala
A0A0D2EE95,Fungi,Ascomycota,Exophiala
A0A0D2EIL3,Fungi,Ascomycota,Exophiala
A0A0D2EJY3,Fungi,Ascomycota,Cladophialophora
A0A0D2ETA8,Fungi,Ascomycota,Exophiala
A0A0D2EZC7,Fungi,Ascomycota,Fonsecaea
A0A0D2EZH2,Fungi,Ascomycota,Exophiala
A0A0D2F3M9,Fungi,Ascomycota,Fonsecaea
A0A0D2F4M5,Fungi,Ascomycota,Exophiala
A0A0D2FU82,Fungi,Ascomycota,Rhinocladiella
A0A0D2G164,Fungi,Ascomycota,Cladophialophora
A0A0D2G9B5,Fungi,Ascomycota,Phialophora
A0A0D2GDT0,Fungi,Ascomycota,Phialophora
A0A0D2HA46,Fungi,Ascomycota,Fonsecaea
A0A0D2HB08,Fungi,Ascomycota,Cladophialophora
A0A0D2HER3,Fungi,Ascomycota,Rhinocladiella
A0A0D2HGH5,Fungi,Ascomycota,Cladophialophora
A0A0D2I581,Fungi,Ascomycota,Cladophialophora
A0A0D2I6Y7,Fungi,Ascomycota,Rhinocladiella
A0A0D2IAF0,Fungi,Ascomycota,Fonsecaea
A0A0D2IRC0,Fungi,Ascomycota,Cladophialophora
A0A0D2IUZ3,Fungi,Ascomycota,Fonsecaea
A0A0D2IWH9,Fungi,Ascomycota,Rhinocladiella
A0A0D2JFD5,Fungi,Ascomycota,Rhinocladiella
A0A0D2JSE2,Fungi,Ascomycota,Fonsecaea
A0A0D2K829,Fungi,Ascomycota,Fonsecaea
A0A0D2KPV7,Fungi,Ascomycota,Fonsecaea
A0A0D2KQZ9,Fungi,Basidiomycota,Hypholoma
A0A0D2L070,Fungi,Ascomycota,Fonsecaea
A0A0D2LDS6,Fungi,Basidiomycota,Hypholoma
A0A0D2LGV5,Fungi,Basidiomycota,Hypholoma
A0A0D2M1N4,Fungi,Basidiomycota,Hypholoma
A0A0D2MIA5,Fungi,Basidiomycota,Hypholoma
A0A0D2MNS5,Fungi,Basidiomycota,Hypholoma
A0A0D2N6P1,Fungi,Basidiomycota,Hypholoma
A0A0D2NI02,Plants,Streptophyta,Gossypium
